polity_code,polity_name,polity_type,continent,start_year,end_year,iso3_code,node_type,in_degree,out_degree,total_degree
CAM-1904-1907,Cambodia (1904-1907),historical,Asia,1904,1907,CAM,polity,1,1,2
THA-1904-1907,Thailand (1904-1907),historical,Asia,1904,1907,THA,polity,1,2,3
SOU-1905-1945,Southern Sakhalin Island (1905-1945),historical,Asia,1905,1945,SOU,polity,1,1,2
THA-1907-1909,Thailand (1907-1909),historical,Asia,1907,1909,THA,polity,1,2,3
CHN-1913-1914,China (1913-1914),historical,Asia,1913,1914,CHN,polity,2,2,4
TIB-1913-1914,Tibet (1913-1914),historical,Asia,1913,1914,TIB,polity,1,2,3
CHN-1914-1921,China (1914-1921),historical,Asia,1914,1921,CHN,polity,2,2,4
IND-1914-1937,India (1914-1937),historical,Asia,1914,1937,IND,polity,1,2,3
TIB-1914-1950,Tibet (1914-1950),historical,Asia,1914,1950,TIB,polity,2,1,3
F246-1918-1990,North Yemen,historical,Asia,1918,1990,,polity,0,1,1
JOR-1920-1923,Jordan (1920-1923),historical,Asia,1920,1923,JOR,polity,0,1,1
SYR-1920-1967,Syrian Arab Republic (1920-1967),historical,Asia,1920,1967,SYR,polity,1,1,2
CHN-1921-1945,China (1921-1945),historical,Asia,1921,1945,CHN,polity,2,2,4
SAU-1924-1932,Saudi Arabia (1924-1932),historical,Asia,1924,1932,SAU,polity,0,2,2
SAU-1932-2000,Saudi Arabia (1932-2000),historical,Asia,1932,2000,SAU,polity,1,2,3
IND-1937-1947,India (1937-1947),historical,Asia,1937,1947,IND,polity,1,2,3
CHN-1945-1947,China (1945-1947),historical,Asia,1945,1947,CHN,polity,2,2,4
IDN-1945-1949,Indonesia (1945-1949),historical,Asia,1945,1949,IDN,polity,0,2,2
MAL-1946-1963,Malaysia (1946-1963),historical,Asia,1946,1963,MAL,polity,1,1,2
SYR-1946-1967,Syrian Arab Republic (1946-1967),historical,Asia,1946,1967,SYR,polity,1,2,3
CHN-1947-1949,China (1947-1949),historical,Asia,1947,1949,CHN,polity,2,2,4
IND-1947-1949,India (1947-1949),historical,Asia,1947,1949,IND,polity,1,2,3
JAM-1947-1949,Jammu and Kashmir (1947-1949),historical,Asia,1947,1949,JAM,polity,0,1,1
KAS-1947-1949,Kashmir (North Azad) (1947-1949),historical,Asia,1947,1949,KAS,polity,0,1,1
PAK-1947-1949,Pakistan (1947-1949),historical,Asia,1947,1949,PAK,polity,0,2,2
ISR-1948-1967,Israel (1948-1967),historical,Asia,1948,1967,ISR,polity,0,2,2
CHN-1949-1950,China (1949-1950),historical,Asia,1949,1950,CHN,polity,4,1,5
IDN-1949-1969,Indonesia (1949-1969),historical,Asia,1949,1969,IDN,polity,1,2,3
PAK-1949-1971,Pakistan (1949-1971),historical,Asia,1949,1971,PAK,polity,1,5,6
NVI-1954-1975,North Vietnam,historical,Asia,1954,1975,NVI,polity,0,1,1
SVI-1954-1975,South Vietnam,historical,Asia,1954,1975,SVI,polity,0,1,1
MYS-1957-1963,Malaysia (1957-1963),historical,Asia,1957,1963,MYS,polity,0,2,2
FED-1962-1967,Federation of South Arabia (1962-1967),historical,Asia,1962,1967,FED,polity,1,2,3
MYS-1963-1965,Malaysia (1963-1965),historical,Asia,1963,1965,MYS,polity,1,2,3
ISR-1967-1979,Israel (1967-1979),historical,Asia,1967,1979,ISR,polity,1,2,3
F247-1967-1990,South Yemen,historical,Asia,1967,1990,,polity,0,1,1
IDN-1969-1976,Indonesia (1969-1976),historical,Asia,1969,1976,IDN,polity,1,2,3
IDN-1976-2002,Indonesia (1976-2002),historical,Asia,1976,2002,IDN,polity,1,2,3
YEM-1990-2000,Yemen (1990-2000),historical,Asia,1990,2000,YEM,polity,0,2,2
STR-1800-1946,Straits Settlement (to 1946),colonial,Asia,1800,1946,STR,polity,0,1,1
UNF-1800-1909,Unfederated Malay States (to 1909),colonial,Asia,1800,1909,UNF,polity,0,2,2
STR-1826-1922,Straits Settlement,colonial,Asia,1826,1922,STR,polity,0,1,1
ADE-1839-1967,Aden,colonial,Asia,1839,1967,ADE,polity,0,1,1
SAB-1888-1963,Sabah (British Borneo) (1888-1963),colonial,Asia,1888,1963,SAB,polity,2,1,3
SAR-1888-1963,Sarawak (1888-1963),colonial,Asia,1888,1963,SAR,polity,1,1,2
FED-1895-1922,Federated Malay States,colonial,Asia,1895,1922,FED,polity,0,1,1
FED-1896-1909,Federated Malay States (1896-1909),colonial,Asia,1896,1909,FED,polity,0,2,2
KIA-1898-1922,Kiautchou,colonial,Asia,1898,1922,KIA,polity,0,1,1
FED-1909-1946,Federated Malay States (1909-1946),colonial,Asia,1909,1946,FED,polity,1,1,2
UNF-1909-1946,Unfederated Malay States (1909-1946),colonial,Asia,1909,1946,UNF,polity,1,1,2
ADE-1937-1962,Aden (1937-1962),colonial,Asia,1937,1962,ADE,polity,0,1,1
EAS-1937-1962,East Aden Protectorate (1937-1962),colonial,Asia,1937,1962,EAS,polity,0,1,1
IOT-1800-2025,British Indian Ocean Territory,dependency,Asia,1800,2025,IOT,polity,1,1,2
GAZ-1800-1982,Gaza Strip,dependency,Asia,1800,1982,GAZ,polity,0,1,1
MAC-1800-2025,Macao,dependency,Asia,1800,2025,MAC,polity,0,1,1
NEU-1800-1982,Neutral Zone,dependency,Asia,1800,1982,NEU,polity,0,1,1
RYU-1800-1982,Ryukyu Islands,dependency,Asia,1800,1982,RYU,polity,0,1,1
HKG-1841-2025,Hong Kong,dependency,Asia,1841,2025,HKG,polity,0,1,1
GAZ-1948-1967,Gaza Strip (1948-1967),dependency,Asia,1948,1967,GAZ,polity,0,1,1
WES-1948-1967,West Bank (1948-1967),dependency,Asia,1948,1967,WES,polity,0,1,1
PAL-1918-2025,Palestine/Jordan,mandate,Asia,1918,2025,PAL,polity,0,1,1
PAL-1920-1948,Palestine (1920-1948),mandate,Asia,1920,1948,PAL,polity,0,1,1
MAN-1932-1945,Manchukuo,puppet,Asia,1932,1945,MAN,polity,0,1,1
TWN-1896-2025,Taiwan,disputed,Asia,1896,2025,TWN,polity,0,1,1
PSE-1999-2025,Palestine,disputed,Asia,1999,2025,PSE,polity,0,1,1
CHN-1800-2025,"China, mainland",aggregate,Asia,1800,2025,CHN,polity,0,9,9
DEI-1800-2025,Dutch East Indies (Indonesia),aggregate,Asia,1800,2025,DEI,polity,0,1,1
FRI-1800-2025,French India,aggregate,Asia,1800,2025,FRI,polity,0,1,1
KOR-1800-1945,Korea (old) (to 1945),aggregate,Asia,1800,1945,KOR,polity,0,1,1
POR-1800-2025,Portuguese India,aggregate,Asia,1800,2025,POR,polity,0,1,1
SHA-1800-2025,Sharjah,aggregate,Asia,1800,2025,SHA,polity,0,1,1
SIK-1800-2025,Sikkim,aggregate,Asia,1800,2025,SIK,polity,0,1,1
TIB-1800-2025,Tibet (old),aggregate,Asia,1800,2025,TIB,polity,0,3,3
SAR-1841-2025,Sarawak,aggregate,Asia,1841,2025,SAR,polity,0,2,2
FUJ-1886-2025,Fujairah,aggregate,Asia,1886,2025,FUJ,polity,0,1,1
FID-1887-2025,French Indochina,aggregate,Asia,1887,2025,FID,polity,0,1,1
SAB-1888-2025,Sabah (British Borneo),aggregate,Asia,1888,2025,SAB,polity,0,2,2
UMM-1892-2025,Umm al Qawain,aggregate,Asia,1892,2025,UMM,polity,0,1,1
KCW-1898-2025,Kwang-Chou-Wan,aggregate,Asia,1898,2025,KCW,polity,0,1,1
KWA-1898-2025,Kwantung (Port Arthur),aggregate,Asia,1898,2025,KWA,polity,0,1,1
SYR-1918-2025,Syria and Lebanon,aggregate,Asia,1918,2025,SYR,polity,0,4,4
RAS-1919-2025,Ras al Khaimah,aggregate,Asia,1919,2025,RAS,polity,0,1,1
BMA-1922-2025,British Malaya,aggregate,Asia,1922,2025,BMA,polity,0,1,1
F351-1950-2025,China,aggregate,Asia,1950,2025,,polity,31,1,32
AND-1800-2025,Andorra,sovereign,Europe,1800,2025,AND,polity,2,1,3
VAT-1800-2025,Holy See,sovereign,Europe,1800,2025,VAT,polity,2,1,3
ISL-1800-2025,Iceland,sovereign,Europe,1800,2025,ISL,polity,2,1,3
LIE-1800-2025,Liechtenstein,sovereign,Europe,1800,2025,LIE,polity,2,1,3
MLT-1800-2025,Malta,sovereign,Europe,1800,2025,MLT,polity,2,1,3
MCO-1800-2025,Monaco,sovereign,Europe,1800,2025,MCO,polity,2,1,3
NLD-1800-2025,Netherlands,sovereign,Europe,1800,2025,NLD,polity,2,5,7
NOR-1800-2025,Norway,sovereign,Europe,1800,2025,NOR,polity,2,1,3
PRT-1800-2025,Portugal,sovereign,Europe,1800,2025,PRT,polity,2,1,3
SMR-1800-2025,San Marino,sovereign,Europe,1800,2025,SMR,polity,2,1,3
ESP-1800-2025,Spain,sovereign,Europe,1800,2025,ESP,polity,2,6,8
SWE-1800-2025,Sweden,sovereign,Europe,1800,2025,SWE,polity,2,1,3
CHE-1800-2025,Switzerland,sovereign,Europe,1800,2025,CHE,polity,2,1,3
BEL-1831-2025,Belgium,sovereign,Europe,1831,2025,BEL,polity,2,1,3
ALB-1913-2025,Albania,sovereign,Europe,1913,2025,ALB,polity,2,1,3
AUT-1918-2025,Austria,sovereign,Europe,1918,2025,AUT,polity,4,1,5
FRA-1919-2025,France,sovereign,Europe,1919,2025,FRA,polity,2,3,5
GRC-1919-2025,Greece,sovereign,Europe,1919,2025,GRC,polity,3,1,4
ITA-1919-2025,Italy,sovereign,Europe,1919,2025,ITA,polity,3,5,8
DNK-1920-2025,Denmark,sovereign,Europe,1920,2025,DNK,polity,3,1,4
TUR-1920-2025,Türkiye,sovereign,Europe,1920,2025,TUR,polity,3,1,4
IRL-1921-2025,Ireland,sovereign,Europe,1921,2025,IRL,polity,2,1,3
GBR-1921-2025,United Kingdom,sovereign,Europe,1921,2025,GBR,polity,3,2,5
BGR-1940-2025,Bulgaria,sovereign,Europe,1940,2025,BGR,polity,3,1,4
FIN-1940-2025,Finland,sovereign,Europe,1940,2025,FIN,polity,3,1,4
ROU-1940-2025,Romania,sovereign,Europe,1940,2025,ROU,polity,3,1,4
POL-1945-2025,Poland,sovereign,Europe,1945,2025,POL,polity,3,1,4
HUN-1947-2025,Hungary,sovereign,Europe,1947,2025,HUN,polity,3,1,4
DEU-1990-2025,Germany,sovereign,Europe,1990,2025,DEU,polity,6,1,7
BLR-1991-2025,Belarus,sovereign,Europe,1991,2025,BLR,polity,2,1,3
EST-1991-2025,Estonia,sovereign,Europe,1991,2025,EST,polity,2,1,3
LVA-1991-2025,Latvia,sovereign,Europe,1991,2025,LVA,polity,2,1,3
LTU-1991-2025,Lithuania,sovereign,Europe,1991,2025,LTU,polity,2,1,3
MDA-1991-2025,Moldova,sovereign,Europe,1991,2025,MDA,polity,2,1,3
MKD-1991-2025,North Macedonia,sovereign,Europe,1991,2025,MKD,polity,4,1,5
BIH-1992-2025,Bosnia and Herzegovina,sovereign,Europe,1992,2025,BIH,polity,4,1,5
HRV-1992-2025,Croatia,sovereign,Europe,1992,2025,HRV,polity,4,1,5
SVN-1992-2025,Slovenia,sovereign,Europe,1992,2025,SVN,polity,4,1,5
CZE-1993-2025,Czechia,sovereign,Europe,1993,2025,CZE,polity,5,1,6
SVK-1993-2025,Slovakia,sovereign,Europe,1993,2025,SVK,polity,4,1,5
LUX-2000-2025,Luxembourg,sovereign,Europe,2000,2025,LUX,polity,2,1,3
MNE-2006-2025,Montenegro,sovereign,Europe,2006,2025,MNE,polity,4,1,5
SRB-2008-2025,Serbia,sovereign,Europe,2008,2025,SRB,polity,4,1,5
RUS-2014-2025,Russia,sovereign,Europe,2014,2025,RUS,polity,87,1,88
UKR-2014-2025,Ukraine,sovereign,Europe,2014,2025,UKR,polity,4,1,5
AUH-1800-1867,Austrian Empire (to 1867),historical,Europe,1800,1867,AUH,polity,0,2,2
AUH-1867-1908,Austria-Hungary (to 1908),historical,Europe,1867,1908,AUH,polity,1,2,3
BAV-1800-1871,Bavaria,historical,Europe,1800,1871,BAV,polity,0,1,1
BOS-1878-1908,Bosnia (1878-1908),historical,Europe,1878,1908,BOS,polity,0,1,1
BRE-1800-1871,Bremen (city-state),historical,Europe,1800,1871,BRE,polity,0,1,1
DNK-1800-1864,Denmark (with Schleswig-Holstein),historical,Europe,1800,1864,DNK,polity,0,2,2
DNK-1864-1920,Denmark (to 1920),historical,Europe,1864,1920,DNK,polity,1,2,3
DMO-1800-1860,Duchy Modena,historical,Europe,1800,1860,DMO,polity,0,3,3
DPA-1800-1860,Duchy Parma,historical,Europe,1800,1860,DPA,polity,0,3,3
FRA-1800-1919,France (to 1919),historical,Europe,1800,1919,FRA,polity,1,9,10
DEU-1800-1919,Germany (to 1919),historical,Europe,1800,1919,DEU,polity,0,9,9
GRC-1830-1913,Greece (to 1913),historical,Europe,1830,1913,GRC,polity,0,2,2
HAN-1800-1866,Hanover,historical,Europe,1800,1866,HAN,polity,0,1,1
HER-1878-1908,Herzegovina (1878-1908),historical,Europe,1878,1908,HER,polity,0,1,1
HES-1800-1871,Hesse,historical,Europe,1800,1871,HES,polity,0,1,1
MEK-1800-1871,Mecklenburg,historical,Europe,1800,1871,MEK,polity,0,1,1
OLD-1800-1871,Oldenburg,historical,Europe,1800,1871,OLD,polity,0,1,1
PAP-1800-1870,Papal States,historical,Europe,1800,1870,PAP,polity,0,3,3
SAR-1800-1860,Sardinia,historical,Europe,1800,1860,SAR,polity,0,3,3
SAX-1800-1871,Saxony,historical,Europe,1800,1871,SAX,polity,0,1,1
SHL-1800-1866,Schleswig-Holstein,historical,Europe,1800,1866,SHL,polity,0,1,1
SWE-1800-1809,Sweden (with Finland to 1809),historical,Europe,1800,1809,SWE,polity,0,2,2
SWE-1809-1814,Sweden (1809-1814),historical,Europe,1809,1814,SWE,polity,1,2,3
SWE-1814-1905,Sweden-Norway (1814-1905),historical,Europe,1814,1905,SWE,polity,1,1,2
THU-1800-1871,Thuringia,historical,Europe,1800,1871,THU,polity,0,1,1
TUS-1800-1860,Tuscany,historical,Europe,1800,1860,TUS,polity,0,3,3
TWO-1800-1860,Two Sicilies,historical,Europe,1800,1860,TWO,polity,0,3,3
TUR-1800-1912,Türkiye (to 1912),historical,Europe,1800,1912,TUR,polity,0,2,2
F228-1800-1905,USSR (to 1905),historical,Europe,1800,1905,,polity,0,1,1
GBR-1800-1921,United Kingdom (to 1921),historical,Europe,1800,1921,GBR,polity,0,10,10
WUR-1800-1871,Württemberg,historical,Europe,1800,1871,WUR,polity,0,1,1
ION-1815-1864,Ionian islands,historical,Europe,1815,1864,ION,polity,0,1,1
ANB-1816-1864,Anhalt-Bernburg,historical,Europe,1816,1864,ANB,polity,0,1,1
AND-1816-1863,Anhalt-Dessau,historical,Europe,1816,1863,AND,polity,0,1,1
CRA-1816-1846,Cracow (Free City),historical,Europe,1816,1846,CRA,polity,0,1,1
FRA-1816-1866,Frankfurt (Free City),historical,Europe,1816,1866,FRA,polity,1,1,2
HHO-1816-1866,Hesse-Homburg,historical,Europe,1816,1866,HHO,polity,0,1,1
HOG-1816-1818,Hohengeroldseck,historical,Europe,1816,1818,HOG,polity,0,1,1
HHE-1816-1850,Hohenzollern-Hechingen,historical,Europe,1816,1850,HHE,polity,0,1,1
HSI-1816-1850,Hohenzollern-Sigmaringen,historical,Europe,1816,1850,HSI,polity,0,1,1
NAP-1816-1861,Kingdom of Naples,historical,Europe,1816,1861,NAP,polity,0,1,1
LIP-1816-1870,Lippe-Detmold,historical,Europe,1816,1870,LIP,polity,0,1,1
LUC-1816-1847,Lucca,historical,Europe,1816,1847,LUC,polity,0,1,1
MAS-1816-1829,Massa,historical,Europe,1816,1829,MAS,polity,0,1,1
NAS-1816-1866,Nassau,historical,Europe,1816,1866,NAS,polity,0,1,1
PIE-1816-1861,Piedmont,historical,Europe,1816,1861,PIE,polity,0,1,1
REU-1816-1870,Reuss,historical,Europe,1816,1870,REU,polity,1,2,3
SCS-1816-1826,Saxe-Coburg-Saalfeld,historical,Europe,1816,1826,SCS,polity,0,1,1
SGA-1816-1826,Saxe-Gotha-Altenberg,historical,Europe,1816,1826,SGA,polity,0,1,1
SHI-1816-1826,Saxe-Hildburgchausen,historical,Europe,1816,1826,SHI,polity,0,1,1
SME-1816-1870,Saxe-Meiningen,historical,Europe,1816,1870,SME,polity,0,1,1
SWE-1816-1870,Saxe-Weimar,historical,Europe,1816,1870,SWE,polity,0,1,1
SCL-1816-1870,Schaumburg-Lippe,historical,Europe,1816,1870,SCL,polity,0,1,1
SER-1816-1913,Serbia (1816-1913),historical,Europe,1816,1913,SER,polity,0,2,2
WAL-1816-1870,Waldeck,historical,Europe,1816,1870,WAL,polity,0,1,1
WOL-1816-1870,Wolfenbüttel,historical,Europe,1816,1870,WOL,polity,0,1,1
SAL-1827-1870,Saxe-Altenburg,historical,Europe,1827,1870,SAL,polity,0,1,1
SCG-1827-1870,Saxe-Coburg-Gotha,historical,Europe,1827,1870,SCG,polity,0,1,1
ROU-1859-1913,Romania (to 1913),historical,Europe,1859,1913,ROU,polity,0,2,2
ITA-1861-1919,Italy (to 1919),historical,Europe,1861,1919,ITA,polity,12,3,15
ANH-1864-1870,Anhalt,historical,Europe,1864,1870,ANH,polity,0,1,1
BGR-1878-1913,Bulgaria (to 1913),historical,Europe,1878,1913,BGR,polity,0,2,2
MNE-1878-1913,Montenegro (to 1913),historical,Europe,1878,1913,MNE,polity,0,2,2
CRE-1898-1913,Crete,historical,Europe,1898,1913,CRE,polity,0,1,1
F228-1905-1914,USSR (1905-1914),historical,Europe,1905,1914,,polity,0,1,1
AUH-1908-1918,Austria-Hungary (1908-1918),historical,Europe,1908,1918,AUH,polity,1,6,7
BGR-1913-1918,Bulgaria (1913-1918),historical,Europe,1913,1918,BGR,polity,1,2,3
GRC-1913-1919,Greece (1913-1919),historical,Europe,1913,1919,GRC,polity,1,2,3
MNE-1913-1915,Montenegro (1913-1915),historical,Europe,1913,1915,MNE,polity,1,1,2
MON-1913-1918,Montenegro (1913-1918),historical,Europe,1913,1918,MON,polity,0,1,1
ROU-1913-1918,Romania (1913-1918),historical,Europe,1913,1918,ROU,polity,1,2,3
SER-1913-1915,Serbia (1913-1915),historical,Europe,1913,1915,SER,polity,1,2,3
SER-1913-1918,Serbia (1913-1918),historical,Europe,1913,1918,SER,polity,1,1,2
TUR-1913-1914,Türkiye (1913-1914),historical,Europe,1913,1914,TUR,polity,1,2,3
TUR-1914-1918,Türkiye (1914-1918),historical,Europe,1914,1918,TUR,polity,1,2,3
F228-1914-1917,USSR (1914-1917),historical,Europe,1914,1917,,polity,0,1,1
FIN-1917-1940,Finland (1917-1940),historical,Europe,1917,1940,FIN,polity,0,2,2
F228-1917-1918,USSR (1917-1918),historical,Europe,1917,1918,,polity,0,1,1
AUT-1918-1919,Austria (1918-1919),historical,Europe,1918,1919,AUT,polity,1,1,2
BGR-1918-1919,Bulgaria (1918-1919),historical,Europe,1918,1919,BGR,polity,1,2,3
F51-1918-1938,Czechoslovakia (1918-1938),historical,Europe,1918,1938,,polity,0,1,1
EST-1918-1940,Estonia (1918-1940),historical,Europe,1918,1940,EST,polity,0,1,1
HUN-1918-1919,Hungary (1918-1919),historical,Europe,1918,1919,HUN,polity,2,2,4
LVA-1918-1940,Latvia (1918-1940),historical,Europe,1918,1940,LVA,polity,0,1,1
LTU-1918-1920,Lithuania (1918-1920),historical,Europe,1918,1920,LTU,polity,0,2,2
POL-1918-1919,Poland (1918-1919),historical,Europe,1918,1919,POL,polity,0,2,2
ROU-1918-1919,Romania (1918-1919),historical,Europe,1918,1919,ROU,polity,1,2,3
TUR-1918-1920,Türkiye (1918-1920),historical,Europe,1918,1920,TUR,polity,1,2,3
F228-1918-1920,USSR (1918-1920),historical,Europe,1918,1920,,polity,0,1,1
F248-1918-1919,Yugoslavia (1918-1919),historical,Europe,1918,1919,,polity,0,1,1
BGR-1919-1940,Bulgaria (1919-1940),historical,Europe,1919,1940,BGR,polity,1,2,3
DEU-1919-1920,Germany (1919-1920),historical,Europe,1919,1920,DEU,polity,1,2,3
HUN-1919-1920,Hungary (1919-1920),historical,Europe,1919,1920,HUN,polity,1,2,3
POL-1919-1920,Poland (1919-1920),historical,Europe,1919,1920,POL,polity,1,2,3
ROU-1919-1920,Romania (1919-1920),historical,Europe,1919,1920,ROU,polity,1,2,3
F248-1919-1920,Yugoslavia (1919-1920),historical,Europe,1919,1920,,polity,0,1,1
DEU-1920-1938,Germany (1920-1938),historical,Europe,1920,1938,DEU,polity,1,2,3
HUN-1920-1938,Hungary (1920-1938),historical,Europe,1920,1938,HUN,polity,1,2,3
LTU-1920-1940,Lithuania (1920-1940),historical,Europe,1920,1940,LTU,polity,1,1,2
POL-1920-1921,Poland (1920-1921),historical,Europe,1920,1921,POL,polity,1,2,3
ROU-1920-1940,Romania (1920-1940),historical,Europe,1920,1940,ROU,polity,1,2,3
F228-1920-1921,USSR (1920-1921),historical,Europe,1920,1921,,polity,0,1,1
F248-1920-1991,Yugoslavia (1920-1991),historical,Europe,1920,1991,,polity,0,2,2
POL-1921-1945,Poland (1921-1945),historical,Europe,1921,1945,POL,polity,1,2,3
F228-1921-1940,USSR (1921-1940),historical,Europe,1921,1940,,polity,0,1,1
F51-1938-1945,Czechoslovakia (1938-1945),historical,Europe,1938,1945,,polity,0,1,1
DEU-1938-1945,Germany (1938-1945),historical,Europe,1938,1945,DEU,polity,1,1,2
HUN-1938-1947,Hungary (1938-1947),historical,Europe,1938,1947,HUN,polity,1,2,3
F228-1940-1945,USSR (1940-1945),historical,Europe,1940,1945,,polity,0,1,1
F51-1945-1947,Czechoslovakia (1945-1947),historical,Europe,1945,1947,,polity,0,1,1
F228-1945-1991,USSR (1945-1991),historical,Europe,1945,1991,,polity,0,1,1
CZE-1947-1992,Czechoslovakia (1947-1992),historical,Europe,1947,1992,CZE,polity,0,2,2
F51-1947-1993,Czechoslovakia (1947-1993),historical,Europe,1947,1993,,polity,0,5,5
F77-1949-1990,East Germany,historical,Europe,1949,1990,,polity,0,3,3
F78-1949-1990,West Germany,historical,Europe,1949,1990,,polity,0,3,3
RUS-1991-2014,Russia (1991-2014),historical,Europe,1991,2014,RUS,polity,0,3,3
UKR-1991-2014,Ukraine (1991-2014),historical,Europe,1991,2014,UKR,polity,0,3,3
F248-1991-1992,Yugoslavia (1991-1992),historical,Europe,1991,1992,,polity,0,10,10
SCG-1992-2006,Serbia and Montenegro,historical,Europe,1992,2006,SCG,polity,2,5,7
YUG-1992-2006,Yugoslavia (1992-2006),historical,Europe,1992,2006,YUG,polity,0,1,1
SER-2006-2008,Serbia (2006-2008),historical,Europe,2006,2008,SER,polity,2,5,7
BAD-1800-1871,Baden,colonial,Europe,1800,1871,BAD,polity,1,1,2
CHA-1800-2023,Channel Islands,dependency,Europe,1800,2023,CHA,polity,2,1,3
GEB-1800-1982,East Berlin,dependency,Europe,1800,1982,GEB,polity,0,1,1
FRO-1800-2025,Faroe Islands,dependency,Europe,1800,2025,FRO,polity,0,1,1
GIB-1800-2025,Gibraltar,dependency,Europe,1800,2025,GIB,polity,0,1,1
GRL-1800-2025,Greenland,dependency,Europe,1800,2025,GRL,polity,0,1,1
IMN-1800-2025,Isle of Man,dependency,Europe,1800,2025,IMN,polity,0,1,1
SJM-1800-2025,Svalbard and Jan Mayen,dependency,Europe,1800,2025,SJM,polity,0,1,1
GWB-1800-1982,West Berlin,dependency,Europe,1800,1982,GWB,polity,0,1,1
GGY-2005-2025,Guernsey,dependency,Europe,2005,2025,GGY,polity,0,1,1
JEY-2005-2025,Jersey,dependency,Europe,2005,2025,JEY,polity,0,1,1
F285-2011-2023,Sark,dependency,Europe,2011,2023,,polity,0,1,1
DAN-1919-1938,Danzig (1919-1938),mandate,Europe,1919,1938,DAN,polity,1,1,2
KOS-2008-2025,Kosovo,disputed,Europe,2008,2025,KOS,polity,2,1,3
F15-1800-1999,Belgium-Luxembourg,aggregate,Europe,1800,1999,,polity,0,1,1
FRA-1800-1982,"France, Metropolitan",aggregate,Europe,1800,1982,FRA,polity,0,3,3
GER-1800-2025,Germany/Zollverein,aggregate,Europe,1800,2025,GER,polity,0,6,6
LUO-1800-2025,Luxembourg (old),aggregate,Europe,1800,2025,LUO,polity,0,1,1
NET-1800-2025,Netherlands (old),aggregate,Europe,1800,2025,NET,polity,0,2,2
DOD-1912-2025,Dodecanese Is.,aggregate,Europe,1912,2025,DOD,polity,0,1,1
X06-1800-2025,Africa,region,Global,1800,2025,,polity,0,0,0
X21-1800-2025,Americas,region,Global,1800,2025,,polity,0,0,0
F5848-1800-2025,Annex I countries,region,Global,1800,2025,,polity,0,0,0
F5600-1800-2025,Antarctic Region,region,Global,1800,2025,,polity,0,0,0
F5300-1800-2025,Asia,region,Global,1800,2025,,polity,3,48,51
F5501-1800-2025,Australia and New Zealand,region,Global,1800,2025,,polity,0,3,3
F5206-1800-2025,Caribbean,region,Global,1800,2025,,polity,0,17,17
F5857-1800-2025,Caucasus and Central Asia,region,Global,1800,2025,,polity,0,0,0
F5204-1800-2025,Central America,region,Global,1800,2025,,polity,0,9,9
F5101-1800-2025,Eastern Africa,region,Global,1800,2025,,polity,0,19,19
F5302-1800-2025,Eastern Asia,region,Global,1800,2025,,polity,0,6,6
F5829-1800-2025,Eastern Asia (excluding Japan and China),region,Global,1800,2025,,polity,0,0,0
F5307-1800-2025,Eastern Asia and South-eastern Asia,region,Global,1800,2025,,polity,0,0,0
F5401-1800-2025,Eastern Europe,region,Global,1800,2025,,polity,0,11,11
F5400-1800-2025,Europe,region,Global,1800,2025,,polity,4,45,49
EUR-1800-2025,"Europe, Northern America, Australia and New Zealand",region,Global,1800,2025,EUR,polity,0,0,0
F5707-1800-2025,European Union (27),region,Global,1800,2025,,polity,0,0,0
F99029-1800-2025,"FAO Major Fishing Area: Atlantic, Eastern Central (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99024-1800-2025,"FAO Major Fishing Area: Atlantic, Northeast (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99023-1800-2025,"FAO Major Fishing Area: Atlantic, Northwest (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99026-1800-2025,"FAO Major Fishing Area: Atlantic, Southeast (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99030-1800-2025,"FAO Major Fishing Area: Atlantic, Southwest (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99028-1800-2025,"FAO Major Fishing Area: Atlantic, Western Central (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99025-1800-2025,"FAO Major Fishing Area: Indian Ocean, Eastern (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99027-1800-2025,"FAO Major Fishing Area: Indian Ocean, Western (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99032-1800-2025,FAO Major Fishing Area: Mediterranean and Black Sea (14.4.1),region,Global,1800,2025,,polity,0,0,0
F99018-1800-2025,"FAO Major Fishing Area: Pacific, Eastern Central (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99019-1800-2025,"FAO Major Fishing Area: Pacific, Northeast (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99020-1800-2025,"FAO Major Fishing Area: Pacific, Northwest (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99031-1800-2025,"FAO Major Fishing Area: Pacific, Southeast (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99022-1800-2025,"FAO Major Fishing Area: Pacific, Southwest (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F99021-1800-2025,"FAO Major Fishing Area: Pacific, Western Central (14.4.1)",region,Global,1800,2025,,polity,0,0,0
F9010-1800-2025,High-income economies,region,Global,1800,2025,,polity,0,0,0
F5823-1800-2025,International Centres (FAO) (2.5.1.a),region,Global,1800,2025,,polity,0,0,0
